"","seqnames","start","end","width","strand","Conc","Conc_V2084D_shEV","Conc_WT_shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"785","chr4",41256893,41257293,401,"*",4.45905997461765,3.58329599472098,5.00011362975598,-1.44849880255133,5.38718268076131e-05,0.00128394520558145,"Promoter (<=1kb)",4,41256908,41268428,11521,1,"7345","ENST00000381760.8",0,"ENSG00000154277","UCHL1","ubiquitin C-terminal hydrolase L1","ENST00000507190.1;ENST00000510073.1;ENST00000514924.5;ENST00000503431.5;ENST00000381760.8;ENST00000512419.5;ENST00000284440.9;ENST00000505232.5;ENST00000504818.5;ENST00000508768.5;ENST00000512788.1;ENST00000472501.5;ENST00000514764.5;ENST00000510566.1","101410542;101410542;7345;7345;7345;7345;7345;7345;7345;7345;7345;7345;7345;7345","-166;-172;0;0;0;0;0;0;0;0;0;0;-3346;-4446"
"4838","chr17",45147874,45148274,401,"*",5.02384834474802,4.58759584423152,5.35835729199824,-0.807358923118294,0.00523687295053369,0.0202690787153611,"Promoter (<=1kb)",17,45148475,45152099,3625,1,"10614","ENST00000332499.4",-201,"ENSG00000186834","HEXIM1","HEXIM P-TEFb complex subunit 1","ENST00000332499.4;ENST00000589950.1;ENST00000452741.2;ENST00000431281.5;ENST00000591859.5;ENST00000586346.5;ENST00000585553.5;ENST00000321854.13;ENST00000398322.7;ENST00000592162.5;ENST00000376955.8","10614;112268203;112268203;79777;79777;79777;79777;79777;79777;79777;79777","-201;0;0;0;0;12227;12225;12187;12187;12184;12180"
"9422","chr19",38899505,38899905,401,"*",4.75664190756118,4.42926329275093,5.02329858678211,-0.630826385680241,0.0452574543192293,0.0899494021112634,"Promoter (<=1kb)",19,38878555,38899862,21308,2,"22933","ENST00000358931.9",0,"ENSG00000068903","SIRT2","sirtuin 2","ENST00000358931.9;ENST00000392081.6;ENST00000249396.12;ENST00000414941.5;ENST00000420440.5;ENST00000443898.5;ENST00000407552.5;ENST00000491960.5;ENST00000476771.5;ENST00000451193.5;ENST00000423526.5;ENST00000437828.5;ENST00000447739.1;ENST00000481381.1;ENST00000576510.5;ENST00000392079.7;ENST00000572515.5;ENST00000313582.6;ENST00000575359.5;ENST00000509705.3","22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;22933;4793;4793;4793;4793;4793;4793","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47;-64;-73;-75"
"4917","chr20",44610029,44610429,401,"*",3.49195251388878,2.69827560192647,4.00101796467778,-1.32884779666579,0.00548784038439559,0.020899311632625,"Intron (ENST00000372891.7/11142, intron 4 of 5)",20,44614308,44619037,4730,1,"11142","ENST00000349959.3",-3879,"ENSG00000168734","PKIG","cAMP-dependent protein kinase inhibitor gamma","ENST00000696034.1;ENST00000372891.7;ENST00000372892.7;ENST00000372894.7;ENST00000372889.5;ENST00000372887.5;ENST00000477390.5;ENST00000372886.6;ENST00000349959.3","100;11142;11142;11142;11142;11142;11142;11142;11142","0;0;0;0;0;0;0;0;-3879"
"5405","chr1",222465178,222465578,401,"*",5.0329197342761,4.61284785635267,5.35786004533072,-0.781726953126871,0.0073769016296578,0.0255578875954096,"Distal Intergenic",1,222479174,222486207,7034,2,"105372956","ENST00000617077.1",20629,NA,"LOC105372956","uncharacterized LOC105372956",NA,NA,NA
"2484","chr10",113855649,113856049,401,"*",4.08698555918904,3.32009140260317,4.5850512617504,-1.29573383327363,0.000878862974464514,0.00662524752540995,"Promoter (<=1kb)",10,113854824,113858852,4029,1,"374354","ENST00000468890.1",825,"ENSG00000196865","NHLRC2","NHL repeat containing 2","ENST00000692647.1;ENST00000369301.3;ENST00000468890.1;ENST00000361384.7;ENST00000369305.1;ENST00000476112.1","107984271;374354;374354;9937;9937;9937","0;0;0;-1567;0;0"
"12132","chrX",48021328,48021728,401,"*",3.39282102698564,3.00082493144107,3.70074554693326,-0.732024347881964,0.121353915131285,0.187305173614102,"Intron (ENST00000428463.5/57232, intron 9 of 11)",23,48006988,48009733,2746,1,"389852","ENST00000376940.4",14340,"ENSG00000171489","SPACA5","sperm acrosome associated 5","ENST00000428463.5","57232","0"
"5184","chr17",7573204,7573604,401,"*",4.68678476813488,4.20874243325648,5.04523596036122,-0.872157125395343,0.00646086376930447,0.023338095061778,"Promoter (<=1kb)",17,7573235,7577619,4385,1,"1973","ENST00000584860.5",0,"ENSG00000161960","EIF4A1","eukaryotic translation initiation factor 4A1","ENST00000614237.1;ENST00000584054.5;ENST00000293831.13;ENST00000580886.5;ENST00000580461.5;ENST00000584712.5;ENST00000578476.5;ENST00000582169.5;ENST00000578754.5;ENST00000578495.5;ENST00000396527.7;ENST00000581621.1;ENST00000579139.1;ENST00000579085.5;ENST00000582213.5;ENST00000583899.5;ENST00000582848.5;ENST00000585024.5;ENST00000583802.5;ENST00000584901.5;ENST00000581544.5;ENST00000577269.5;ENST00000584784.5;ENST00000582746.5;ENST00000584860.5;ENST00000581770.5;ENST00000577738.5;ENST00000581384.5;ENST00000577929.1;ENST00000578324.5;ENST00000577731.1;ENST00000583389.5;ENST00000578569.1;ENST00000583217.1;ENST00000581841.1;ENST00000582050.1;ENST00000581808.1;ENST00000321337.12;ENST00000429205.6;ENST00000580231.5;ENST00000619785.1;ENST00000610454.4;ENST00000582789.5;ENST00000581093.1;ENST00000384423.1;ENST00000386847.1;ENST00000584798.1;ENST00000459579.1","100533955;100533955;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;1973;26168;26168;26168;26168;26168;26168;26168;26781;652965;652965;652966","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-118;-240;-655;-1584;-2928;-3544;-3603;-3962;-4031;-4083;0;0;8361;7740;6256;2848;2848;-4351;-1109;-1142;-3207"
"2436","chrX",154515868,154516268,401,"*",3.80819105769224,2.91071590436697,4.35729299105299,-1.47367081418088,0.000831097109615703,0.00638787355176327,"Promoter (<=1kb)",23,154506159,154516236,10078,2,"60343","ENST00000359889.9",0,"ENSG00000071889","FAM3A","FAM3 metabolism regulating signaling molecule A","ENST00000696420.1;ENST00000696421.1;ENST00000359889.9;ENST00000322269.10;ENST00000419205.5;ENST00000369643.5;ENST00000447601.7;ENST00000621967.4;ENST00000612856.4;ENST00000434658.6;ENST00000369641.7;ENST00000393572.5;ENST00000449971.5;ENST00000416319.5;ENST00000426266.5;ENST00000440318.5;ENST00000457212.5;ENST00000412894.5;ENST00000421517.5;ENST00000497506.5;ENST00000442929.1;ENST00000492763.1;ENST00000433619.2","2539;2539;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343;60343","0;0;0;0;0;0;0;0;-4456;0;0;0;0;0;0;-47;0;0;0;0;0;0;0"
"3485","chr1",156601239,156601639,401,"*",4.68513114366204,4.1267347617551,5.08669985461382,-0.995071768243335,0.00206641102204896,0.0111012554276005,"Promoter (<=1kb)",1,156594301,156601479,7179,2,"54865","ENST00000368232.9",0,"ENSG00000160818","GPATCH4","G-patch domain containing 4 (gene/pseudogene)","ENST00000679913.1;ENST00000680087.1;ENST00000681734.1;ENST00000679369.1;ENST00000681645.1;ENST00000680269.1;ENST00000681922.1;ENST00000680661.1;ENST00000681054.1;ENST00000681523.1;ENST00000680004.1;ENST00000679702.1;ENST00000680529.1;ENST00000681825.1;ENST00000368232.9;ENST00000438976.7;ENST00000415314.7;ENST00000494414.1;ENST00000497287.5;ENST00000463513.5;ENST00000498641.1;ENST00000529520.5;ENST00000473910.5;ENST00000531129.5;ENST00000474904.5;ENST00000498756.5;ENST00000506832.6;ENST00000527691.5;ENST00000531900.1;ENST00000525375.1","128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;128240;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865;54865","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3115;-2193;0;-4734;-4737;0;0;0;0;0;0;0;0"
"2895","chr2",97094247,97094647,401,"*",4.0672292890767,3.3236230941646,4.5554927576071,-1.26276695783524,0.00129143611282011,0.00835375438586295,"Promoter (<=1kb)",2,97083890,97094820,10931,2,"151313","ENST00000474849.1",173,"ENSG00000144199","FAHD2B","fumarylacetoacetate hydrolase domain containing 2B","ENST00000272610.3;ENST00000414820.6;ENST00000474849.1;ENST00000463096.5;ENST00000468548.1;ENST00000483657.1","151313;151313;151313;151313;151313;151313","0;0;0;0;0;0"
"121","chr11",65134510,65134910,401,"*",5.41794697489917,4.64238628159955,5.91960363544982,-1.31296739549236,1.27986979207947e-06,0.000196522957500203,"Promoter (<=1kb)",11,65127279,65134519,7241,2,"84447","ENST00000377190.8",0,"ENSG00000162298","SYVN1","synoviolin 1","ENST00000610479.1;ENST00000530451.1;ENST00000377190.8;ENST00000294256.12;ENST00000307289.10;ENST00000449943.5;ENST00000526060.5;ENST00000527765.1;ENST00000526121.5;ENST00000531018.5;ENST00000532771.5;ENST00000529207.5;ENST00000527142.5;ENST00000528487.1;ENST00000525874.1;ENST00000533685.1","102465449;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447;84447","-4532;0;0;0;-30;-23;-81;-4221;-2169;-1190;-962;-1186;-894;-10;-1183;-1190"
"77","chr11",27135862,27136262,401,"*",4.50719263946433,3.32092207993021,5.14925890517249,-1.85726039401936,6.08706582935517e-07,0.000148089615819884,"Intron (ENST00000526061.5/103695435, intron 3 of 3)",11,27055426,27057433,2008,1,"8424","ENST00000534323.1",80436,"ENSG00000129151","BBOX1","gamma-butyrobetaine hydroxylase 1","ENST00000526061.5;ENST00000525302.5;ENST00000530430.1","103695435;103695435;103695435","0;0;0"
"1445","chr7",25854061,25854461,401,"*",4.06681154023243,3.17065608180772,4.61542898672081,-1.47387668611951,0.000240088970293646,0.00311036423271844,"Distal Intergenic",7,25831335,25831909,575,2,"100506236","ENST00000666265.1",-22152,NA,"LOC100506236","uncharacterized LOC100506236",NA,NA,NA
"865","chr1",121188282,121188682,401,"*",3.58459956188543,2.32245293265688,4.24733085835886,-1.94322167521015,6.73386279603929e-05,0.00145664493947118,"Promoter (1-2kb)",1,121187102,121387966,200865,1,"653464","ENST00000304465.7",1180,"ENSG00000171943","SRGAP2C","SLIT-ROBO Rho GTPase activating protein 2C","ENST00000617209.1;ENST00000367123.8;ENST00000412759.2;ENST00000613462.1;ENST00000304465.7;ENST00000369390.7;ENST00000355228.8;ENST00000619376.4;ENST00000471903.6;ENST00000452190.2;ENST00000468129.2","653464;653464;653464;653464;653464;653820;653820;653820;653820;653820;653820","0;0;0;0;0;-3942;-4371;-3968;0;-3990;-3966"
"309","chr10",7302415,7302815,401,"*",4.24914387732641,3.08860052668101,4.8838820825109,-1.82252283459306,8.80459013939084e-06,0.000530361618327159,"Intron (ENST00000361972.8/57713, intron 4 of 20)",10,7348142,7408745,60604,2,"57713","ENST00000379711.2",105930,"ENSG00000198879","SFMBT2","Scm like with four mbt domains 2","ENST00000361972.8;ENST00000397167.6;ENST00000684547.1;ENST00000683762.1;ENST00000673876.1;ENST00000682896.1;ENST00000379713.8;ENST00000682101.1","57713;57713;57713;57713;57713;57713;57713;57713","0;0;0;0;0;0;0;0"
"2751","chr14",58240448,58240848,401,"*",4.46069549735767,3.81030919666249,4.90736494458993,-1.13069610680713,0.0011164740161133,0.00759989380227122,"Intron (ENST00000554218.1/145407, intron 2 of 2)",14,58244843,58272004,27162,1,"5684","ENST00000216455.9",-3995,"ENSG00000100567","PSMA3","proteasome 20S subunit alpha 3","ENST00000554218.1;ENST00000254286.9;ENST00000216455.9;ENST00000554812.5;ENST00000553665.5;ENST00000557087.5;ENST00000555931.5;ENST00000554456.1;ENST00000412908.6;ENST00000555743.1;ENST00000557508.5","145407;55860;5684;5684;5684;5684;5684;5684;5684;5684;5684","0;0;-3995;-3998;-4008;-4018;-4025;-4026;-4029;-4031;-4056"
"3354","chr8",22604573,22604973,401,"*",5.03171645640913,4.51950243547344,5.40895616739707,-0.925674536599291,0.00185863303271092,0.0103755243574312,"Promoter (<=1kb)",8,22604757,22620471,15715,1,"57805","ENST00000308511.9",0,"ENSG00000158941","CCAR2","cell cycle and apoptosis regulator 2","ENST00000450780.6;ENST00000447849.2;ENST00000289989.10;ENST00000409586.7;ENST00000614574.4;ENST00000453427.2;ENST00000475994.1;ENST00000495957.1;ENST00000308511.9;ENST00000523801.5;ENST00000521301.5;ENST00000389279.7;ENST00000521837.5;ENST00000523349.5;ENST00000518989.1;ENST00000520861.5;ENST00000430850.6","541565;541565;541565;541565;541565;541565;541565;541565;57805;57805;57805;57805;57805;57805;57805;57805;64236","0;0;4974;4972;4972;4748;2777;2570;0;0;0;-65;-527;-746;-1627;-1935;0"
"7199","chr1",200029124,200029524,401,"*",4.12888919492559,3.64175464601913,4.49240713587578,-0.884609794260134,0.0175138695238448,0.0455531300795223,"Promoter (1-2kb)",1,200027883,200039769,11887,1,"2494","ENST00000447034.1",1241,"ENSG00000116833","NR5A2","nuclear receptor subfamily 5 group A member 2","ENST00000236914.7;ENST00000474307.1;ENST00000367362.8;ENST00000447034.1","2494;2494;2494;2494","0;0;0;0"
"173","chr11",27359313,27359713,401,"*",3.88276772351184,2.46059383096132,4.58484930057844,-2.1436208392149,2.96328828665578e-06,0.000319030341804153,"Intron (ENST00000328697.11/91057, intron 1 of 5)",11,27338512,27363215,24704,2,"91057","ENST00000328697.11",3502,"ENSG00000109881","CCDC34","coiled-coil domain containing 34","ENST00000328697.11;ENST00000317945.6","91057;91057","0;0"
"7458","chr17",75182743,75183143,401,"*",4.83253789693112,4.45859774045329,5.12923363855909,-0.707272339534139,0.0197846372468702,0.0496751539266289,"Promoter (<=1kb)",17,75165586,75182959,17374,2,"6613","ENST00000420826.7",0,"ENSG00000188612","SUMO2","small ubiquitin like modifier 2","ENST00000420826.7;ENST00000314523.7;ENST00000578238.2","6613;6613;6613","0;0;-180"
"35","chr2",138501600,138502000,401,"*",4.89518819253962,3.80761094806491,5.50820026859744,-1.73266946676094,1.84140285377156e-07,9.85571418848646e-05,"Promoter (<=1kb)",2,138418284,138501698,83415,2,"105373637","ENST00000431985.5",0,NA,"SPOPL-DT","SPOPL divergent transcript","ENST00000431985.5;ENST00000414911.1;ENST00000280098.9;ENST00000430968.5","105373637;105373637;339745;339745","0;0;0;0"
"1682","chr9",87600175,87600575,401,"*",4.32296630959902,3.52669536814861,4.83308193598488,-1.33808918633274,0.000346268622739058,0.00385421872238311,"Intron (ENST00000358077.9/1612, intron 2 of 25)",9,87639438,87640412,975,1,"1612","ENST00000463069.1",-38863,"ENSG00000196730","DAPK1","death associated protein kinase 1","ENST00000358077.9;ENST00000472284.5;ENST00000469640.6;ENST00000469067.5;ENST00000408954.8;ENST00000496522.5;ENST00000622514.4;ENST00000472344.1;ENST00000491893.5;ENST00000489291.5","1612;1612;1612;1612;1612;1612;1612;1612;1612;1612","0;0;0;0;0;0;0;0;0;0"
"1760","chr3",187738945,187739345,401,"*",3.70079078816827,2.70054750923762,4.2858343727508,-1.60985928406458,0.000385540644288935,0.00409917864157792,"Promoter (1-2kb)",3,187731780,187737944,6165,2,"604","ENST00000438077.1",-1001,"ENSG00000113916","BCL6","BCL6 transcription repressor","ENST00000648485.1;ENST00000621333.4;ENST00000406870.7;ENST00000419510.6;ENST00000232014.8;ENST00000450123.6;ENST00000430339.5;ENST00000480458.5;ENST00000438077.1;ENST00000470319.1;ENST00000496823.1","122526776;604;604;604;604;604;604;604;604;604;604","0;0;0;-1857;-2376;-4063;-3998;0;-1001;0;0"
"7747","chr19",41397533,41397933,401,"*",4.85939869255265,4.49488850817947,5.15013856498471,-0.691975639686768,0.0223294690692308,0.0539808935441864,"Promoter (<=1kb)",19,41397808,41422207,24400,1,"593","ENST00000538423.5",0,"ENSG00000248098","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha","ENST00000593771.2;ENST00000221233.9;ENST00000602129.2;ENST00000596905.1;ENST00000593523.2;ENST00000604424.1;ENST00000540732.3;ENST00000538423.5;ENST00000269980.7;ENST00000542943.5;ENST00000457836.6","56915;56915;56915;56915;56915;593;593;593;593;593;593","-183;-174;-177;-191;-171;0;0;0;0;0;0"
"3031","chr14",74954191,74954591,401,"*",4.35808301265207,3.70150083001872,4.8076397442235,-1.13933341530416,0.00143663580187067,0.00887424543261997,"Promoter (<=1kb)",14,74942494,74954234,11741,2,"5228","ENST00000557748.5",0,"ENSG00000119630","PGF","placental growth factor","ENST00000555567.6;ENST00000553716.5;ENST00000238607.10;ENST00000557748.5;ENST00000405431.2;ENST00000556939.5;ENST00000555234.1","5228;5228;5228;5228;5228;5228;5228","0;0;0;0;0;0;0"
"8133","chr16",527346,527746,401,"*",3.83432654656348,3.32488689438182,4.21006638168625,-0.91765336384599,0.0264748795295914,0.0609626371170625,"Promoter (<=1kb)",16,525155,527407,2253,2,"64493","ENST00000622160.1",0,NA,"LINC00235","long intergenic non-protein coding RNA 235","ENST00000622160.1;ENST00000219611.7;ENST00000562370.5;ENST00000567216.5;ENST00000568988.5;ENST00000262305.9;ENST00000434585.5;ENST00000450428.5","64493;6650;6650;6650;6650;9727;9727;9727","0;0;0;-2;-77;101697;100967;52496"
"278","chr6",42453050,42453450,401,"*",4.98877677243827,4.17048397895869,5.50770197967741,-1.37152903625949,7.24981131605128e-06,0.000486776757647271,"Promoter (<=1kb)",6,42224931,42452051,227121,2,"55809","ENST00000541110.5",-999,"ENSG00000124496","TRERF1","transcriptional regulating factor 1","ENST00000695948.1;ENST00000695966.1;ENST00000541110.5;ENST00000372922.8;ENST00000372917.9;ENST00000695947.1;ENST00000340840.6;ENST00000354325.2","55809;55809;55809;55809;55809;55809;55809;55809","0;0;0;0;0;0;-1789;-1789"
"407","chr17",47821611,47822011,401,"*",3.857625783871,2.58447998981174,4.52323995155828,-1.96047871776123,1.48726748314234e-05,0.000680497708124456,"Promoter (<=1kb)",17,47807372,47821794,14423,2,"114881","ENST00000007414.8",0,"ENSG00000006025","OSBPL7","oxysterol binding protein like 7","ENST00000007414.8;ENST00000583167.5;ENST00000392507.7;ENST00000579728.5;ENST00000613735.4;ENST00000580140.5;ENST00000580808.1;ENST00000584698.1;ENST00000580226.5;ENST00000585051.1;ENST00000351111.7;ENST00000290208.11;ENST00000414011.1;ENST00000421763.5;ENST00000466016.5","114881;114881;114881;114881;114881;114881;114881;114881;114881;114881;124995;124995;124995;124995;124995","0;-4610;0;-753;0;0;-4687;-2473;0;0;9530;7662;9523;9519;9512"
"54","chr1",16904863,16905263,401,"*",5.03375313917016,4.04087164652018,5.61633497733176,-1.60884518049177,3.67544150979688e-07,0.000125243268079841,"Exon (ENST00000703056.1/ENST00000703056.1, exon 1 of 1)",1,16895980,16896143,164,1,"26870","ENST00000384278.1",8883,"ENSG00000207005","RNU1-2","RNA, U1 small nuclear 2","ENST00000466256.6","9696","0"
"12114","chr6",123841258,123841658,401,"*",3.95307253131973,3.64168897927834,4.20903418081985,-0.602619208015482,0.120423307136364,0.186144880979083,"Intron (ENST00000368417.6/154215, intron 1 of 6)",6,123804141,124658958,854818,1,"154215","ENST00000368416.5",37117,"ENSG00000188580","NKAIN2","sodium/potassium transporting ATPase interacting 2","ENST00000368417.6;ENST00000476571.1;ENST00000368416.5","154215;154215;154215","0;0;0"
"9174","chr11",60775516,60775916,401,"*",3.72765977361775,3.24632171366524,4.08795329847166,-0.874018231905563,0.0409453298229018,0.0835740337309739,"3' UTR",11,60785333,60801305,15973,1,"341116","ENST00000308287.2",-9417,"ENSG00000172689","MS4A10","membrane spanning 4-domains A10","ENST00000405633.4;ENST00000528170.5;ENST00000337911.8;ENST00000429322.6","219995;219995;219995;219995","0;0;0;0"
"5165","chr6",26766085,26766485,401,"*",4.50771574079117,4.0004181194932,4.88229450874482,-0.916847244783182,0.00637412782634156,0.023109451629738,"Distal Intergenic",6,26677003,26683211,6209,1,"102724851","ENST00000647995.1",89082,NA,"LOC102724851","uncharacterized LOC102724851",NA,NA,NA
"1859","chr19",10424292,10424692,401,"*",4.68797275938433,4.00582073646398,5.14925516930855,-1.17762287533962,0.000432650914908005,0.00435744601557616,"Intron (ENST00000592685.5/5141, intron 3 of 16)",19,10420538,10469630,49093,1,"5141","ENST00000380702.7",3754,"ENSG00000065989","PDE4A","phosphodiesterase 4A","ENST00000593124.1;ENST00000592685.5;ENST00000380702.7","11140;5141;5141","0;0;0"
